datetime,optime_min,add_amount_brightener,add_amount_carrier,velocity,velocity_var,velocity_std,tension,tension_var,tension_std,voltage,voltage_var,voltage_std,ampere,ampere_var,ampere_std,temperature,temperature_var,temperature_std,cs,cs_var,cs_std,sa,sa_var,sa_std,ch,c_var,c_std,ch_var,ch_std
2023-07-18 00:00:00+00:00,315.0,320.0,200.0,0.060000000000000005,4.81482486096809e-35,6.938893903907228e-18,2.733333333333333,0.013333333333333312,0.11547005383792507,2.0090909090909097,0.029917355371900843,0.17296634173127684,37.54545454545455,125.52066115702479,11.203600365821016,25.87777777777778,0.1995061728395057,0.4466611387164835,143.5,0.0,0.0,132.79,0.0,0.0,0.0,0.0,0.0,,
2023-07-19 00:00:00+00:00,345.0,450.0,150.0,0.05700000000000001,2.0999999999999975e-05,0.004582575694955837,2.96,0.016400000000000005,0.128062484748657,1.9750000000000003,0.01687500000000001,0.12990381056766584,38.833333333333336,126.63888888888891,11.253394549596532,25.78,0.015600000000000003,0.12489995996796797,144.5,0.0,0.0,133.28,0.0,0.0,0.0,0.0,0.0,,
2023-07-20 00:00:00+00:00,345.0,230.0,150.0,0.384,0.944784,0.972,3.1500000000000004,0.03049999999999999,0.17464249196572978,2.0000000000000004,0.02833333333333335,0.16832508230603468,37.08833333333333,274.8724972222222,16.579279152671933,25.939999999999998,0.028400000000000182,0.16852299546352772,144.5,0.0,0.0,136.22,0.0,0.0,0.0,0.0,0.0,,
2023-07-24 00:00:00+00:00,185.0,300.0,150.0,0.057999999999999996,1.599999999999998e-05,0.0039999999999999975,3.06,0.010400000000000019,0.10198039027185579,2.1,0.03333333333333336,0.18257418583505544,40.666666666666664,155.55555555555557,12.472191289246473,25.620000000000005,0.08959999999999972,0.29933259094191483,142.5,0.0,0.0,133.77,0.0,0.0,0.0,0.0,0.0,,
2023-07-25 00:00:00+00:00,340.0,380.0,170.0,0.06000000000000001,1.818181818181819e-05,0.00426401432711221,3.3454545454545452,0.033388429752066115,0.1827250112931071,2.0923076923076924,0.02994082840236689,0.1730341827569538,40.46153846153846,127.94082840236685,11.311093156824713,25.454545454545453,0.24247933884297534,0.49242191141639435,159.5,0.0,0.0,145.04,0.0,0.0,0.0,0.0,0.0,,
2023-07-26 00:00:00+00:00,355.0,230.0,150.0,0.06100000000000001,2.900000000000002e-05,0.0053851648071345055,3.38,0.12359999999999993,0.3515679166249388,2.1916666666666664,0.03909722222222221,0.19773017529507783,39.75,108.6875,10.425329730996522,25.330000000000002,0.7080999999999994,0.8414867794564567,157.5,0.0,0.0,143.08,0.0,0.0,0.0,0.0,0.0,,
2023-08-24 00:00:00+00:00,95.0,220.0,210.0,0.05000000000000001,4.81482486096809e-35,6.938893903907228e-18,4.466666666666666,0.015555555555555545,0.12472191289246468,1.975,0.046875,0.21650635094610965,39.5,126.75,11.258330249197702,25.399999999999995,0.006666666666666619,0.08164965809277232,177.5,0.0,0.0,145.53,0.0,0.0,0.0,0.0,0.0,,
2023-09-06 00:00:00+00:00,250.0,306.0,302.0,0.03666666666666667,8.888888888888893e-05,0.009428090415820637,4.333333333333334,0.24555555555555567,0.495535624910617,2.0875000000000004,0.05109375000000002,0.2260392665003141,52.625,305.734375,17.485261650887583,25.416666666666668,0.09805555555555556,0.3131382371342656,177.5,0.0,0.0,146.51,0.0,0.0,0.0,0.0,0.0,,
2023-09-07 00:00:00+00:00,295.0,376.0,165.0,0.03,0.0,0.0,3.8125,0.9560937500000002,0.9778004653302228,2.18,0.04759999999999997,0.2181742422927142,55.8,265.96000000000004,16.308280105516953,26.0875,0.016093750000000066,0.126861144563653,150.0,0.0,0.0,128.87,0.0,0.0,0.0,0.0,0.0,,
2023-09-08 00:00:00+00:00,255.0,200.0,150.0,0.03,0.0,0.0,4.766666666666667,0.0988888888888889,0.31446603773522014,2.1875,0.08109374999999998,0.2847696437473629,48.0,226.0,15.033296378372908,26.8,0.01999999999999986,0.141421356237309,146.0,0.0,0.0,128.38,0.0,0.0,0.0,0.0,0.0,,
2023-09-11 00:00:00+00:00,190.0,180.0,226.2,0.046,6.400000000000001e-05,0.008,3.94,0.026399999999999944,0.16248076809271902,2.3833333333333333,0.10472222222222223,0.32360813064912664,50.50833333333333,901.7420138888889,30.029019529263504,26.860000000000003,0.010399999999999982,0.10198039027185561,147.5,0.0,0.0,126.42,0.0,0.0,0.0,0.0,0.0,,
2023-09-12 00:00:00+00:00,295.0,180.0,396.0,0.05625,2.3437499999999973e-05,0.0048412291827592685,4.3375,0.5073437500000001,0.7122806679954189,2.4,0.10800000000000003,0.32863353450309973,69.9,494.48999999999995,22.237131109925127,27.0625,0.012343749999999997,0.11110243021644485,148.5,0.0,0.0,126.42,0.0,0.0,0.0,0.0,0.0,,
2023-09-13 00:00:00+00:00,325.0,150.0,225.0,0.06,0.0,0.0,4.050000000000001,0.12249999999999996,0.3499999999999999,2.41,0.11290000000000004,0.33600595232822894,71.4,538.24,23.2,27.225,0.004375000000000013,0.06614378277661487,144.5,0.0,0.0,125.44,0.0,0.0,0.0,0.0,0.0,,
2023-09-14 00:00:00+00:00,300.0,180.0,271.0,0.038571428571428576,9.795918367346945e-05,0.009897433186107873,3.9142857142857146,0.024081632653061204,0.1551825784457173,2.3666666666666667,0.13111111111111115,0.36209268304000725,74.44444444444444,857.3580246913581,29.28067664333183,25.442857142857147,0.013877551020408265,0.11780301787479074,137.5,0.0,0.0,125.93,0.0,0.0,0.0,0.0,0.0,,
2023-09-15 00:00:00+00:00,115.0,220.0,220.0,0.03,0.0,0.0,3.9333333333333336,0.015555555555555536,0.12472191289246463,2.425,0.181875,0.4264680527307995,74.0,972.0,31.176914536239792,27.0,0.006666666666666856,0.08164965809277376,116.0,0.0,0.0,107.8,0.0,0.0,0.0,0.0,0.0,,
2023-09-18 00:00:00+00:00,285.0,220.0,220.0,0.0325,4.375000000000002e-05,0.006614378277661478,3.8375,0.022343750000000002,0.14947825928876748,2.54,0.13840000000000002,0.37202150475476553,75.6,774.8399999999999,27.83594798098315,25.962500000000002,0.03734375000000002,0.19324531042175389,132.5,0.0,0.0,92.12,0.0,0.0,0.0,0.0,0.0,,
2023-09-19 00:00:00+00:00,305.0,120.0,150.0,0.03,0.0,0.0,3.9749999999999996,0.10687500000000005,0.3269174207655506,2.65,0.12649999999999997,0.35566838487557473,72.0,676.0,26.0,26.075,0.10437500000000025,0.3230711995830025,147.5,0.0,0.0,74.48,0.0,0.0,0.0,0.0,0.0,,
2024-01-30 00:00:00+00:00,315.0,600.0,150.0,0.03,0.0,0.0,4.0,0.0,0.0,2.0,0.02000000000000001,0.14142135623730953,36.6,36.440000000000005,6.036555309114628,25.175,1.814375,1.3469873793024194,161.0,0.0,0.0,125.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
2024-01-31 00:00:00+00:00,320.0,150.0,0.0,0.03,0.0,0.0,4.0,0.0,0.0,2.0000000000000004,0.012000000000000002,0.10954451150103323,37.0,36.0,6.0,25.7875,0.7185937499999995,0.8476990916592984,166.0,0.0,0.0,144.5,0.0,0.0,32.0,0.0,0.0,0.0,0.0
2024-02-13 00:00:00+00:00,355.0,225.0,200.0,0.030000000000000006,4.81482486096809e-35,6.938893903907228e-18,4.0,0.0,0.0,2.1999999999999997,0.04499999999999998,0.2121320343559642,52.916666666666664,160.24305555555551,12.658714609136092,24.93,5.640099999999999,2.374889471112287,165.0,0.0,0.0,134.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
2024-02-19 00:00:00+00:00,295.0,200.0,350.0,0.03,0.0,0.0,4.0,0.0,0.0,2.05,0.03850000000000001,0.19621416870348588,45.3,133.60999999999999,11.55897919368315,24.924999999999997,1.5543750000000003,1.2467457639791684,198.0,0.0,0.0,54.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-02-20 00:00:00+00:00,315.0,150.0,300.0,0.03,0.0,0.0,4.0,0.0,0.0,2.0400000000000005,0.03040000000000002,0.174355957741627,45.2,117.56000000000003,10.842508934743842,24.6,1.6025000000000018,1.265898890117217,164.5,0.0,0.0,128.4,0.0,0.0,27.0,0.0,0.0,0.0,0.0
2024-02-29 00:00:00+00:00,315.0,300.0,200.0,0.03,0.0,0.0,3.975,0.0018750000000000034,0.043301270189221974,1.3900000000000001,0.018900000000000007,0.13747727084867523,42.6,17.44,4.17612260356422,28.9625,8.262343749999998,2.8744292911811202,199.0,0.0,0.0,57.3,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-03-04 00:00:00+00:00,330.0,150.0,800.0,0.04222222222222222,0.00023950617283950622,0.015475986974649024,4.0,0.0,0.0,1.518181818181818,0.06512396694214875,0.2551939790476036,48.72727272727273,114.92561983471074,10.720336740733043,28.822222222222226,5.610617283950621,2.3686741616251528,210.5,0.0,0.0,57.8,0.0,0.0,50.0,0.0,0.0,0.0,0.0
2024-03-07 00:00:00+00:00,285.0,300.0,0.0,0.03857142857142857,9.795918367346943e-05,0.009897433186107873,12.314285714285715,363.5897959183673,19.068030729951307,1.7444444444444445,0.14913580246913585,0.38618104882183935,57.22222222222222,256.3950617283951,16.01234091969051,29.47142857142857,4.8048979591836725,2.192007746150472,201.0,0.0,0.0,55.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
2024-03-12 00:00:00+00:00,340.0,300.0,450.0,0.03,0.0,0.0,4.0,0.0,0.0,1.4899999999999998,0.04089999999999999,0.2022374841615668,46.5,50.25,7.088723439378913,28.4375,5.169843749999999,2.273729040585091,196.0,0.0,0.0,54.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
2024-03-13 00:00:00+00:00,345.0,100.0,0.0,0.026666666666666665,2.2222222222222217e-05,0.004714045207910317,4.0,0.0,0.0,1.3909090909090909,0.024462809917355357,0.15640591394622952,41.0,27.09090909090909,5.2048928030180495,27.08888888888889,19.423209876543208,4.407177087041456,203.0,0.0,0.0,53.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
2024-03-14 00:00:00+00:00,205.0,350.0,200.0,0.021666666666666667,1.3888888888888886e-05,0.003726779962499649,11.833333333333334,216.1122222222222,14.700755838467021,1.457142857142857,0.022448979591836723,0.14982983545287876,43.285714285714285,32.48979591836735,5.699982098074287,27.96666666666667,19.128888888888877,4.373658524495125,202.0,0.0,0.0,52.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-03-25 00:00:00+00:00,490.0,350.0,100.0,0.03642857142857142,5.1530612244897985e-05,0.007178482586514923,6.5,81.25,9.013878188659973,1.8133333333333335,0.051822222222222235,0.22764494771951832,52.46666666666667,60.91555555555556,7.804841802083855,26.728571428571424,2.4348979591836746,1.5604159571036418,205.0,0.0,0.0,51.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
2024-03-27 00:00:00+00:00,475.0,300.0,750.0,0.03142857142857144,1.2244897959183681e-05,0.003499271061118827,4.0,0.0,0.0,1.926666666666666,0.044622222222222244,0.21123972690339818,54.53333333333333,51.848888888888915,7.200617257491813,26.414285714285715,0.9755102040816321,0.9876792009967772,199.0,0.0,0.0,50.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
2024-03-29 00:00:00+00:00,435.0,170.0,300.0,0.03000000000000001,1.0833355937178202e-34,1.0408340855860843e-17,4.0,0.0,0.0,1.9142857142857141,0.04122448979591836,0.20303814862216993,54.57142857142857,51.244897959183675,7.158554180781457,27.176923076923078,1.8002366863905335,1.341728991410163,200.0,0.0,0.0,50.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-04-01 00:00:00+00:00,500.0,400.0,750.0,0.03000000000000001,1.0833355937178202e-34,1.0408340855860843e-17,3.9857142857142853,0.004081632653061224,0.06388765649999399,2.0266666666666673,0.04062222222222223,0.2015495527710797,55.53333333333333,46.24888888888891,6.800653563363517,27.357142857142854,2.592448979591839,1.610108375107663,198.0,0.0,0.0,50.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-04-02 00:00:00+00:00,460.0,200.0,200.0,0.03000000000000001,1.0833355937178202e-34,1.0408340855860843e-17,3.9928571428571433,0.0035204081632653063,0.059333027592271964,1.9133333333333336,0.031822222222222224,0.17838784213679537,56.6,31.573333333333338,5.619015334854795,26.871428571428574,1.0448979591836738,1.022202503999904,205.0,0.0,0.0,56.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-04-03 00:00:00+00:00,460.0,200.0,150.0,0.03000000000000001,1.0833355937178202e-34,1.0408340855860843e-17,3.9857142857142853,0.00122448979591837,0.0349927106111883,1.9200000000000002,0.0336,0.1833030277982336,54.13333333333333,42.515555555555565,6.52039535270336,28.83571428571429,7.620867346938773,2.760591847220225,205.0,0.0,0.0,55.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-04-05 00:00:00+00:00,440.0,70.0,300.0,0.03000000000000001,1.0833355937178202e-34,1.0408340855860843e-17,3.9846153846153842,0.001301775147928997,0.03608012122941104,1.9428571428571428,0.03244897959183672,0.1801360030416927,52.357142857142854,29.515306122448976,5.432799105658977,23.115384615384617,0.04284023668639045,0.20697883149344148,204.0,0.0,0.0,55.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
2024-04-08 00:00:00+00:00,430.0,200.0,350.0,0.03000000000000001,1.0833355937178202e-34,1.0408340855860843e-17,3.9923076923076923,0.0007100591715976345,0.026646935501059676,1.8642857142857137,0.016581632653061226,0.1287696884094282,47.785714285714285,25.168367346938766,5.016808482186535,22.453846153846158,0.01325443786982261,0.1151279195930449,198.0,0.0,0.0,54.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2024-04-11 00:00:00+00:00,400.0,300.0,200.0,0.030000000000000006,4.81482486096809e-35,6.938893903907228e-18,3.9909090909090907,0.0008264462809917369,0.028747978728803473,1.7846153846153843,0.02899408284023669,0.17027648939368198,45.84615384615385,50.130177514792884,7.080266768617753,43.57272727272727,3897.7674380165295,62.43210262370257,203.0,0.0,0.0,47.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
